,start MTU (UTC),end MTU (UTC),Day-ahead Price [EUR/MWh] BZN|NO1,Day-ahead Price [EUR/MWh] BZN|NO2,Day-ahead Price [EUR/MWh] BZN|NO3,Day-ahead Price [EUR/MWh] BZN|NO5,Day-ahead Price [EUR/MWh] BZN|SE3,Actual Total Load [MW] - BZN|NO1,Actual Total Load [MW] - BZN|NO2,Actual Total Load [MW] - BZN|NO3,Actual Total Load [MW] - BZN|NO5,Actual Total Load [MW] - BZN|SE3,Biomass - BZN|NO1,Fossil Gas - BZN|NO1,Hydro Run-of-river and poundage - BZN|NO1,Hydro Water Reservoir - BZN|NO1,Waste - BZN|NO1,Wind Onshore - BZN|NO1,Fossil Gas - BZN|NO2,Hydro Pumped Storage Aggregated- BZN|NO2,Hydro Run-of-river and poundage - BZN|NO2,Hydro Water Reservoir - BZN|NO2,Waste - BZN|NO2,Wind Onshore - BZN|NO2,Hydro Pumped Storage Aggregated- BZN|NO3,Hydro Run-of-river and poundage - BZN|NO3,Hydro Water Reservoir - BZN|NO3,Other - BZN|NO3,Other renewable - BZN|NO3,Waste - BZN|NO3,Wind Onshore - BZN|NO3,Fossil Gas - BZN|NO5,Hydro Pumped Storage Aggregated- BZN|NO5,Hydro Run-of-river and poundage - BZN|NO5,Hydro Water Reservoir - BZN|NO5,Waste - BZN|NO5,Fossil Gas - BZN|SE3,Hydro Water Reservoir - BZN|SE3,Nuclear - BZN|SE3,Other - BZN|SE3,Solar - BZN|SE3,Wind Onshore - BZN|SE3,CBF BZN|NO2 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|NO2 [MW],CBF BZN|NO3 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|NO3 [MW],CBF BZN|NO5 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|NO5 [MW],CBF BZN|SE3 > BZN|NO1 [MW],CBF BZN|NO1 > BZN|SE3 [MW],Stored Energy Value [MWh] - BZN|NO1,Stored Energy Value [MWh] - BZN|NO2,Stored Energy Value [MWh] - BZN|NO3,Stored Energy Value [MWh] - BZN|NO5,Stored Energy Value [MWh] - BZN|SE3
0,2022-01-01 00:00:00,2022-01-01 01:00:00,129.3,129.3,41.33,129.3,41.33,4701,4440,3463,1991,9612,0,0,878,321,8,172,0,1,629,1874,5,244,40,389,2166,0,12,3,219,82,66,227,1759,19,0.0,818.0,5842.0,851.0,0.0,999.0,1242,0,371,0,594,0,1065,0,3018018.2621594463,16339423.39356541,5335152.526628322,8232288.625010274,1593721.4804114918
1,2022-01-01 01:00:00,2022-01-01 02:00:00,132.08,132.08,42.18,132.08,42.18,4681,4480,3388,1969,9601,0,0,897,330,8,151,0,1,627,2012,4,115,42,390,2187,0,12,2,170,82,66,216,1890,20,0.0,818.0,5839.0,858.0,0.0,958.0,1222,0,383,0,676,0,927,0,3016656.963821932,16336598.238801049,5334191.536017326,8229931.285614485,1593151.619310064
2,2022-01-01 02:00:00,2022-01-01 03:00:00,111.44,111.44,44.37,111.44,44.37,4620,4424,3387,1911,9552,0,0,885,275,8,160,0,1,624,1643,4,55,45,405,2183,0,12,1,126,82,65,215,1460,20,0.0,838.0,5839.0,859.0,0.0,888.0,1679,0,362,0,436,0,748,0,3015298.152224986,16333784.951912588,5333256.021794297,8227585.933616077,1592581.290956836
3,2022-01-01 03:00:00,2022-01-01 04:00:00,112.35,112.35,37.67,112.35,37.67,4645,4386,3376,1996,9449,0,0,890,269,8,148,0,1,624,1631,4,61,34,393,2076,0,12,0,81,82,65,209,1394,20,0.0,842.0,5840.0,856.0,0.0,788.0,1668,0,324,0,345,0,918,0,3013941.8109542094,16330983.37866207,5332345.805585769,8225252.468357569,1592010.5045394541
4,2022-01-01 04:00:00,2022-01-01 05:00:00,113.9,113.9,39.7,113.9,39.7,4670,4375,3427,1953,9614,0,0,892,300,8,147,0,1,605,1642,4,88,38,398,2098,0,11,0,45,82,65,210,1488,19,0.0,841.0,5839.0,880.0,0.0,734.0,1697,0,339,0,412,0,826,0,3012587.9235952063,16328193.364811549,5331460.709018278,8222930.7891814755,1591439.2692455645
5,2022-01-01 05:00:00,2022-01-01 06:00:00,122.25,122.25,40.59,122.25,40.59,4802,4390,3439,1975,9920,0,0,900,266,9,126,0,1,593,1623,4,125,38,394,2129,0,12,1,63,82,88,201,1474,18,0.0,868.0,5839.0,913.0,0.0,646.0,1657,0,358,0,442,0,998,0,3011236.47373358,16325414.75612307,5330600.553718357,8220620.795430317,1590867.5942628132
6,2022-01-01 06:00:00,2022-01-01 07:00:00,118.58,118.58,43.26,118.58,43.26,4879,4408,3499,2007,10269,0,0,882,260,8,98,0,1,589,1502,7,257,45,412,2236,0,11,0,114,82,89,225,1363,12,0.0,903.0,5840.0,987.0,0.0,564.0,1605,0,399,0,431,0,1145,0,3009887.444954934,16322647.398358686,5329765.161312543,8218322.38644661,1590295.4887788463
7,2022-01-01 07:00:00,2022-01-01 08:00:00,118.47,118.47,49.44,118.47,49.66,5041,4468,3480,2058,10534,0,0,883,293,8,62,0,1,593,1506,9,503,47,417,2335,0,11,0,278,82,93,227,1419,13,0.0,920.0,5840.0,1021.0,0.0,471.0,1776,0,436,0,516,0,981,0,3008540.820844873,16319891.137280436,5328954.353427369,8216035.461572875,1589722.9619813105
8,2022-01-01 08:00:00,2022-01-01 09:00:00,117.86,117.86,49.46,117.86,70.05,5138,4525,3478,2095,10803,0,0,887,344,9,46,0,1,606,1567,9,742,48,411,2360,0,10,0,529,81,94,234,1563,17,0.0,926.0,5840.0,1028.0,1.0,397.0,2015,0,460,0,657,0,649,0,3007196.5849889964,16317145.818650378,5328167.951689371,8213759.920151626,1589150.0230578512
9,2022-01-01 09:00:00,2022-01-01 10:00:00,120.03,120.03,49.27,120.03,76.79,5311,4507,3556,2122,11147,0,0,882,337,9,31,0,1,608,1632,9,1017,48,406,2365,0,14,0,775,82,94,223,1661,15,0.0,944.0,5840.0,1082.0,4.0,307.0,2217,0,492,0,773,0,488,0,3005854.720972911,16314411.288230557,5327405.777725081,8211495.66152538,1588576.6811961147
10,2022-01-01 10:00:00,2022-01-01 11:00:00,117.07,117.07,48.89,117.07,84.1,5443,4637,3681,2150,11281,0,0,883,332,10,16,0,1,615,1900,8,1103,47,402,2368,0,11,2,1014,82,93,216,1582,13,0.0,953.0,5884.0,1107.0,7.0,252.0,2392,0,488,0,771,0,452,0,3004515.2123822183,16311687.391783025,5326667.653161037,8209242.585036661,1588002.9455837477
11,2022-01-01 11:00:00,2022-01-01 12:00:00,117.17,117.17,48.45,117.17,94.74,5447,4723,3681,2170,11219,0,0,882,327,9,34,0,1,614,1749,8,1143,47,399,2376,0,12,2,1272,82,93,216,1511,13,0.0,963.0,6062.0,1111.0,6.0,230.0,2266,0,529,0,730,0,587,0,3003178.042802523,16308973.975069823,5325953.39962377,8207000.590027977,1587428.8254083956
12,2022-01-01 12:00:00,2022-01-01 13:00:00,120.08,120.08,44.21,120.08,96.8,5423,4748,3704,2151,11238,0,0,885,287,9,59,0,1,608,1688,8,1159,47,392,2310,0,11,1,1425,82,92,213,1432,13,0.0,965.0,6208.0,1113.0,4.0,221.0,2089,0,548,0,664,0,784,0,3001843.1958194277,16306270.88385301,5325262.83873982,8204769.575841856,1586854.3298577052
13,2022-01-01 13:00:00,2022-01-01 14:00:00,124.54,124.54,42.38,124.54,97.17,5517,4930,3768,2177,11394,0,0,884,307,10,100,0,1,610,2027,7,1110,48,391,2284,0,12,0,1487,83,94,217,1763,18,0.0,977.0,6275.0,1112.0,1.0,270.0,2022,0,538,0,852,0,696,0,3000510.6550185354,16303577.963894624,5324595.792135717,8202549.441820811,1586279.4681193223
14,2022-01-01 14:00:00,2022-01-01 15:00:00,124.89,124.89,42.09,124.89,101.27,5616,4965,3775,2203,11889,0,0,891,361,9,122,0,1,602,2260,5,1134,47,386,2257,0,12,1,1515,82,93,210,1895,15,0.0,1103.0,6275.0,1113.0,0.0,373.0,2123,0,503,0,878,0,605,0,2999180.4039854496,16300895.06095672,5323952.0814379975,8200340.087307356,1585704.249380893
15,2022-01-01 15:00:00,2022-01-01 16:00:00,135.59,135.59,42.3,135.59,126.6,5693,5022,3763,2240,12003,0,0,881,498,10,138,0,1,602,2697,4,1105,47,389,2238,0,11,3,1527,82,93,242,1918,14,0.0,1252.0,6329.0,1113.0,0.0,537.0,1824,0,490,0,896,0,882,0,2997852.4263057737,16298222.020801343,5323331.528273196,8198141.411644015,1585128.6828300636
16,2022-01-01 16:00:00,2022-01-01 17:00:00,149.97,149.97,40.59,149.97,149.97,5756,4997,3749,2194,12140,0,0,878,488,10,131,0,1,604,3837,4,1035,40,393,2230,0,11,2,1542,82,110,259,2003,14,0.0,1262.0,6344.0,1125.0,0.0,739.0,1595,0,522,0,996,0,1035,0,2996526.7055651126,16295558.689190548,5322733.954267849,8195953.314173305,1584552.7776544807
17,2022-01-01 17:00:00,2022-01-01 18:00:00,150.71,150.71,40.11,150.71,146.33,5622,4954,3721,2174,12095,0,0,888,528,10,181,0,1,610,4023,4,924,40,397,2185,0,11,1,1537,84,108,261,2043,15,0.0,1262.0,6344.0,1126.0,0.0,972.0,1303,0,489,0,997,0,1174,0,2995203.2253490654,16292904.911886374,5322159.181048488,8193775.694237738,1583976.543041789
18,2022-01-01 18:00:00,2022-01-01 19:00:00,143.81,143.81,38.52,143.81,140.28,5473,4915,3650,2118,11778,0,0,892,374,9,190,0,1,624,3273,4,650,36,386,2153,0,12,0,1560,102,104,268,1636,15,0.0,1252.0,6349.0,1125.0,0.0,1173.0,1162,0,530,0,738,0,1548,0,2993881.969243239,16290260.534650877,5321607.030241649,8191608.451179836,1583399.988179636
19,2022-01-01 19:00:00,2022-01-01 20:00:00,140.36,140.36,34.71,140.36,121.88,5384,4817,3548,2071,11484,0,0,880,335,10,187,0,1,630,2582,5,468,35,355,2084,0,12,2,1602,83,103,225,1483,14,0.0,1227.0,6353.0,1123.0,0.0,1441.0,1215,0,528,0,640,0,1514,0,2992562.9208332375,16287625.403246103,5321077.323473868,8189451.48434212,1582823.122255668
20,2022-01-01 20:00:00,2022-01-01 21:00:00,139.85,139.85,32.48,139.85,102.61,5243,4605,3545,2045,11245,0,0,878,287,10,181,0,1,637,2291,4,365,35,349,2029,0,12,0,1515,82,91,228,1393,13,0.0,1073.0,6354.0,1124.0,0.0,1686.0,1183,0,523,0,599,0,1505,0,2991246.0637046597,16284999.363434093,5320569.882371677,8187304.693067098,1582245.9544575294
21,2022-01-01 21:00:00,2022-01-01 22:00:00,135.08,135.08,32.88,135.08,95.12,5030,4502,3315,2008,11074,0,0,877,278,9,163,0,1,637,2009,8,358,35,363,2031,0,12,1,1456,85,91,226,1296,19,0.0,925.0,6354.0,1115.0,0.0,1847.0,1085,0,523,0,586,0,1439,0,2989931.3814431126,16282382.260976912,5320084.5285616135,8185167.976697297,1581668.4939728682
22,2022-01-01 22:00:00,2022-01-01 23:00:00,123.42,123.42,32.44,123.42,83.11,4862,4414,3228,1948,10872,0,0,891,291,9,158,0,1,637,1717,9,392,36,367,1980,0,12,0,1436,83,92,195,1273,22,0.0,861.0,6356.0,1036.0,0.0,1917.0,1364,0,484,0,580,0,1034,0,2988618.8576341993,16279773.9416366,5319621.083670212,8183041.2345752325,1581090.74998933
23,2022-01-01 23:00:00,2022-02-01 00:00:00,113.56,113.56,32.03,113.56,34.73,4735,4179,3360,1917,10578,0,0,890,313,9,150,0,1,575,1542,9,574,35,373,1876,0,12,2,1377,85,68,188,1442,21,0.0,801.0,6359.0,944.0,0.0,1955.0,853,0,503,0,640,0,1291,0,2987308.4758635215,16277174.2511752,5319179.369324005,8180924.366043419,1580512.7316945607
24,2022-02-01 00:00:00,2022-02-01 01:00:00,111.66,111.66,31.78,111.66,34.39,4594,4070,3272,1871,10245,0,0,892,351,8,84,0,1,556,1666,9,655,36,376,1929,0,12,2,1299,81,68,180,1295,21,0.0,782.0,6357.0,878.0,0.0,1834.0,816,0,498,0,584,0,1253,0,2135237.313746021,14183282.205019237,4855548.0787427705,6688155.187567647,1255475.555517332
25,2022-02-01 01:00:00,2022-02-01 02:00:00,106.53,106.53,31.8,106.53,34.36,4501,4148,3222,1858,10022,0,0,896,337,8,43,0,1,551,1628,8,624,35,387,1892,0,11,1,1207,81,67,191,1150,21,0.0,774.0,6359.0,828.0,0.0,1724.0,769,0,483,0,493,0,1362,0,2134018.7663960904,14180211.746741936,4853816.502912504,6685696.926153291,1254972.9522866218
26,2022-02-01 02:00:00,2022-02-01 03:00:00,104.5,104.5,31.89,104.5,34.1,4450,4134,3175,1857,9765,0,0,880,325,8,26,0,1,547,1570,7,682,34,399,1819,0,12,3,1117,82,66,207,1134,20,0.0,782.0,6357.0,829.0,0.0,1611.0,772,0,418,0,414,0,1515,0,2132802.8379879855,14177144.80237655,4852086.215994317,6683243.157677132,1254471.8900055382
27,2022-02-01 03:00:00,2022-02-01 04:00:00,104.06,104.06,29.56,104.06,29.56,4393,4045,3185,1855,9623,0,0,878,320,8,29,0,1,559,1368,8,682,29,406,1724,0,12,2,1083,82,66,211,1107,12,0.0,781.0,6359.0,838.0,0.0,1471.0,613,0,398,0,377,0,1693,0,2131589.5161686074,14174081.401195047,4850357.184252416,6680793.858326673,1253972.368743486
28,2022-02-01 04:00:00,2022-02-01 05:00:00,105.86,105.86,31.97,105.86,33.97,4427,4111,3154,1833,9631,0,0,891,280,8,32,0,1,560,1233,8,601,34,411,1782,0,12,0,1065,82,67,220,1045,12,0.0,782.0,6360.0,850.0,0.0,1402.0,427,0,436,0,348,0,1906,0,2130378.7885848563,14171021.572469395,4848629.373951007,6678349.004289409,1253474.3885698682
29,2022-02-01 05:00:00,2022-02-01 06:00:00,111.97,111.97,31.66,111.97,34.52,4484,4084,3130,1832,9719,0,0,907,295,9,29,0,1,567,1296,9,430,36,408,1765,0,12,1,1076,83,67,227,1143,16,0.0,819.0,6361.0,854.0,0.0,1318.0,341,0,440,0,411,0,1976,0,2129170.6428836333,14167965.345471555,4846902.751354292,6675908.5717528425,1252977.9495540897
30,2022-02-01 06:00:00,2022-02-01 07:00:00,105.22,105.22,32.28,105.22,41.8,4574,4184,3068,1849,9942,0,0,899,287,9,30,0,1,566,1616,9,352,34,417,1911,0,12,3,1254,82,67,232,1356,20,0.0,860.0,6360.0,875.0,0.0,1268.0,569,0,482,0,588,0,1631,0,2127965.0667118384,14164912.749473495,4845177.282726477,6673472.536904473,1252483.0517655541
31,2022-02-01 07:00:00,2022-02-01 08:00:00,111.53,111.53,32.93,111.53,48.95,4698,4270,3196,1905,10168,0,0,897,373,9,30,0,1,560,1772,7,268,40,438,2027,0,12,4,1219,82,67,246,1423,20,0.0,889.0,6361.0,913.0,0.0,1277.0,572,0,497,0,642,0,1597,0,2126762.0477163712,14161863.813747177,4843452.934331766,6671040.875931797,1251989.6952736655
32,2022-02-01 08:00:00,2022-02-01 09:00:00,115.81,115.81,36.31,115.81,60.01,4839,4364,3342,1969,10584,0,0,905,380,9,31,0,1,561,1929,7,251,40,479,2052,0,11,4,1214,82,67,283,1522,20,0.0,920.0,6360.0,978.0,0.0,1282.0,643,0,532,0,718,0,1544,0,2125561.5735441325,14158818.567564566,4841729.672434363,6668613.565022315,1251497.8801478278
33,2022-02-01 09:00:00,2022-02-01 10:00:00,121.94,121.94,37.29,121.94,70.09,4947,4456,3376,2040,10877,0,0,916,399,10,31,0,1,557,2271,7,296,41,482,2108,0,12,0,1205,82,67,286,1876,20,0.0,963.0,6359.0,1029.0,1.0,1274.0,906,0,512,0,941,0,1168,0,2124363.6318420223,14155777.04019762,4840007.463298472,6666190.580363525,1251007.6064574448
34,2022-02-01 10:00:00,2022-02-01 11:00:00,121.3,121.3,37.5,121.3,66.26,5056,4496,3473,2044,10946,0,0,907,379,9,27,0,1,598,2786,5,336,40,492,2180,0,11,0,1164,82,67,288,2159,19,0.0,968.0,6359.0,1038.0,2.0,1239.0,1086,0,509,0,1113,0,964,0,2123168.2102569416,14152739.260918312,4838286.273188298,6663771.898142928,1250518.8742719206
35,2022-02-01 11:00:00,2022-02-01 12:00:00,112.43,112.43,37.49,112.43,64.54,5109,4567,3611,2029,10988,0,0,909,381,9,28,0,1,591,2705,5,289,40,502,2264,0,11,0,1129,82,67,298,1946,20,0.0,968.0,6359.0,1040.0,2.0,1229.0,1244,0,528,0,1032,0,915,0,2121975.29643579,14149705.258998603,4836566.068368045,6661357.494548023,1250031.6836606597
36,2022-02-01 12:00:00,2022-02-01 13:00:00,111.39,111.39,37.49,111.39,46.96,5123,4621,3619,1952,10971,0,0,894,378,9,42,0,1,589,2832,6,230,41,509,2460,0,11,0,1150,82,67,295,1683,20,0.0,964.0,6360.0,1036.0,1.0,1204.0,1254,0,576,0,1039,0,860,0,2120784.878025468,14146675.06371045,4834846.815101916,6658947.345766307,1249546.0346930656
37,2022-02-01 13:00:00,2022-02-01 14:00:00,111.48,111.48,36.97,111.48,49.06,5153,4650,3593,2090,11076,0,0,895,407,9,41,0,1,595,2945,5,209,41,512,2669,0,12,4,1159,83,67,322,1796,20,0.0,974.0,6387.0,1042.0,0.0,1165.0,1121,0,620,0,1126,0,867,0,2119596.9426728766,14143648.70432583,4833128.4796541175,6656541.42798528,1249061.9274385425
38,2022-02-01 14:00:00,2022-02-01 15:00:00,118.19,118.19,35.95,118.19,74.99,5222,4666,3630,2114,11300,0,0,905,488,10,49,0,1,605,2992,4,246,40,512,2504,0,11,1,1198,83,102,316,1931,20,0.0,1065.0,6412.0,999.0,0.0,1113.0,1343,0,540,0,1169,0,693,0,2118411.4780249153,14140626.210116703,4831411.028288853,6654139.717392446,1248579.3619664945
39,2022-02-01 15:00:00,2022-02-01 16:00:00,122.3,122.3,35.03,122.3,88.15,5347,4740,3565,2149,11442,0,0,902,501,10,63,0,1,605,2921,4,268,40,490,2455,0,11,0,1290,82,104,321,2201,18,0.0,1072.0,6414.0,1046.0,0.0,1002.0,1273,0,541,0,1294,0,729,0,2117228.4717284846,14137607.610355027,4829694.427270327,6651742.190175296,1248098.3383463253
40,2022-02-01 16:00:00,2022-02-01 17:00:00,129.79,129.79,33.21,129.79,95.4,5300,4770,3550,2133,11521,0,0,901,493,9,73,0,1,611,3134,4,309,40,493,2269,0,11,1,1378,83,104,343,2351,18,0.0,1108.0,6413.0,1063.0,0.0,916.0,1012,0,546,0,1341,0,911,0,2116047.911430485,14134592.934312772,4827978.642862745,6649348.822521335,1247618.856647439
41,2022-02-01 17:00:00,2022-02-01 18:00:00,135.97,135.97,32.95,135.97,86.71,5195,4653,3496,2110,11441,0,0,886,487,9,85,0,1,619,3313,5,422,40,490,2201,0,10,3,1477,83,103,328,2284,14,0.0,1092.0,6414.0,1047.0,0.0,878.0,1174,0,506,0,1286,0,747,0,2114869.784777817,14131582.211261896,4826263.641330307,6646959.590618059,1247140.91693924
42,2022-02-01 18:00:00,2022-02-01 19:00:00,128.33,128.33,32.91,128.33,71.27,5057,4380,3464,2084,11225,0,0,883,477,9,107,0,1,615,2836,6,668,40,492,2082,0,11,2,1483,83,78,312,2115,14,0.0,1021.0,6414.0,1055.0,0.0,839.0,1361,0,446,0,1142,0,636,0,2113694.0794173805,14128575.470474372,4824549.388937223,6644574.4706529705,1246664.519291132
43,2022-02-01 19:00:00,2022-02-01 20:00:00,116.32,116.32,33.25,116.32,54.12,5046,4283,3361,2014,10891,0,0,888,296,9,106,0,1,599,2166,6,824,45,492,1972,0,11,1,1519,82,66,256,1445,15,0.0,881.0,6413.0,987.0,0.0,839.0,2050,0,436,0,711,0,523,0,2112520.782996075,14125572.741222158,4822835.851947692,6642193.438813564,1246189.663772518
44,2022-02-01 20:00:00,2022-02-01 21:00:00,110.2,110.2,35.27,110.2,46.16,4980,4417,3285,2047,10419,0,0,893,292,9,107,0,1,598,2018,5,844,38,494,1976,0,11,1,1482,82,66,246,1376,15,0.0,837.0,6414.0,955.0,0.0,887.0,2306,0,379,0,669,0,296,0,2111349.8831608025,14122574.052777216,4821122.996625923,6639816.471287343,1245716.3504528038
45,2022-02-01 21:00:00,2022-02-01 22:00:00,104.81,104.81,38.97,104.81,46.29,4808,4445,3259,1993,10156,0,0,896,277,9,102,0,1,583,2010,8,800,42,489,2098,0,12,3,1374,82,67,231,1396,18,0.0,810.0,6413.0,964.0,0.0,973.0,2249,0,394,0,704,0,166,0,2110181.3675584625,14119579.434411522,4819410.789236118,6637443.544261804,1245244.5794013925
46,2022-02-01 22:00:00,2022-02-01 23:00:00,110.16,110.16,32.93,110.16,32.93,4606,4235,3182,1966,9666,0,0,872,266,8,113,0,1,573,1736,9,872,36,486,1896,0,12,1,1187,82,65,221,1173,14,0.0,784.0,6413.0,936.0,0.0,1030.0,2221,0,270,0,451,0,413,0,2109015.2238359563,14116588.915397033,4817699.196042483,6635074.63392445,1244774.3506876884
47,2022-02-01 23:00:00,2022-03-01 00:00:00,124.99,124.99,20.89,124.99,20.89,4443,4027,3163,1952,9517,0,0,877,290,9,118,0,1,561,1710,9,930,36,451,1444,0,11,1,999,81,66,204,1178,16,0.0,791.0,6411.0,918.0,0.0,1109.0,1841,0,105,0,245,0,941,0,2107851.439640182,14113602.525005706,4815988.18330922,6632709.716462774,1244305.664381095
48,2022-03-01 00:00:00,2022-03-01 01:00:00,123.41,123.41,19.92,123.41,19.92,4303,3947,3104,1866,9300,0,0,890,284,8,128,0,1,561,1619,9,931,35,452,1401,0,10,1,839,82,66,205,1195,22,0.0,791.0,6411.0,919.0,0.0,1170.0,1323,0,104,0,255,0,1305,0,1306374.2218284071,11524003.54607804,3617366.8619488245,4637741.723846502,1028839.0103263964
49,2022-03-01 01:00:00,2022-03-01 02:00:00,122.73,122.73,19.87,122.73,19.87,4220,3946,3148,1845,9110,0,0,903,282,8,136,0,1,562,1542,9,975,35,451,1420,0,11,0,643,81,67,205,1201,21,0.0,789.0,6411.0,936.0,0.0,1179.0,1220,0,88,0,243,0,1343,0,1305039.3716468415,11517988.413741162,3615706.51870108,4634416.670863565,1028397.6885224596
50,2022-03-01 02:00:00,2022-03-01 03:00:00,121.55,121.55,19.82,121.55,19.82,4205,3943,3182,1846,9131,0,0,904,282,9,121,0,1,558,1571,9,1038,35,452,1447,0,11,0,571,83,67,208,1283,21,0.0,789.0,6412.0,937.0,0.0,1195.0,1333,0,72,0,299,0,1165,0,1303706.5174903267,11511978.538018055,3614042.9300526343,4631098.080162805,1027955.0878599507
51,2022-03-01 03:00:00,2022-03-01 04:00:00,122.21,122.21,20.26,122.21,20.26,4293,3940,3054,1867,9325,0,0,889,276,8,120,0,1,556,1497,7,1088,34,462,1423,0,11,0,729,84,66,207,1332,18,0.0,794.0,6412.0,960.0,0.0,1207.0,1323,0,97,0,341,0,1199,0,1302375.6514262133,11505973.814042252,3612376.1281991485,4627785.9004253885,1027511.2265568383
52,2022-03-01 04:00:00,2022-03-01 05:00:00,123.57,123.57,29.35,123.57,29.35,4427,4087,2986,1890,9552,0,0,897,276,8,89,0,1,566,1747,5,1066,34,499,1633,0,11,1,1006,84,66,217,1533,17,0.0,735.0,6411.0,972.0,0.0,1147.0,1486,0,190,0,558,0,906,0,1301046.765521852,11499974.136947265,3610706.145336282,4624480.080332481,1027066.1228310904
53,2022-03-01 05:00:00,2022-03-01 06:00:00,120.68,120.68,34.93,120.68,37.55,4891,4313,3309,1993,10405,0,0,923,290,7,67,0,1,582,2458,5,1120,40,500,1998,0,11,1,1278,87,90,224,1660,18,0.0,764.0,6412.0,1008.0,0.0,1136.0,1974,0,351,0,831,0,446,0,1299719.851844595,11493979.401866622,3609033.013659696,4621180.568565251,1026619.7949006754
54,2022-03-01 06:00:00,2022-03-01 07:00:00,121.0,121.0,34.83,121.0,88.76,5408,4666,3563,2144,11408,0,0,959,375,6,83,0,1,611,2925,5,1173,41,512,2124,0,11,4,1286,81,92,254,1942,19,0.0,905.0,6412.0,1086.0,0.0,1187.0,2224,0,425,0,1066,0,260,0,1298394.9024617914,11487989.50393384,3607356.765365048,4617887.313804862,1026172.2609835614
55,2022-03-01 07:00:00,2022-03-01 08:00:00,126.6,126.6,37.02,126.6,122.93,5676,4788,3751,2290,11869,0,0,953,438,6,83,0,1,641,3509,5,1212,40,515,2150,0,11,4,1184,82,91,259,2188,15,0.0,1157.0,6411.0,1090.0,0.0,1169.0,2499,0,389,0,1126,0,150,0,1297071.909440793,11482004.33828244,3605677.432647998,4614600.26473248,1025723.5392977165
56,2022-03-01 08:00:00,2022-03-01 09:00:00,132.56,132.56,38.76,132.56,110.17,5744,4831,3720,2321,11957,0,0,944,483,6,81,0,1,669,3755,4,1229,40,525,2196,0,14,4,1120,82,90,265,2293,12,0.0,1168.0,6409.0,1080.0,0.0,1201.0,2334,0,370,0,1151,0,304,0,1295750.8648489502,11476023.800045937,3603995.047704207,4611319.3700292725,1025273.6480611087
57,2022-03-01 09:00:00,2022-03-01 10:00:00,122.97,122.97,38.81,122.97,93.38,5764,4852,3655,2252,12031,0,0,942,435,6,82,0,1,675,3447,4,1239,41,528,2230,0,13,4,1154,82,91,268,2135,11,0.0,1042.0,6410.0,1063.0,1.0,1231.0,2379,0,396,0,1064,0,357,0,1294431.760753614,11470047.784357857,3602309.642729333,4608044.578376403,1024822.6054917064
58,2022-03-01 10:00:00,2022-03-01 11:00:00,123.13,123.13,38.89,123.13,90.73,5745,4928,3726,2274,12217,0,0,955,506,6,63,0,1,681,3630,4,1179,41,535,2284,0,10,4,1117,82,92,288,2415,13,0.0,1083.0,6411.0,1075.0,3.0,1272.0,2316,0,382,0,1210,0,206,0,1293114.5892221353,11464076.186351724,3600621.249919037,4604775.838455041,1024370.4298074779
59,2022-03-01 11:00:00,2022-03-01 12:00:00,123.97,123.97,38.94,123.97,82.37,5823,4886,3796,2313,12266,0,0,955,547,6,46,0,1,684,3685,4,1194,43,529,2383,0,10,4,1144,81,92,283,2574,15,0.0,1086.0,6411.0,1067.0,3.0,1293.0,1980,0,408,0,1269,0,423,0,1291799.3423218648,11458108.901161049,3598929.9014689773,4601513.098946349,1023917.1392263911
60,2022-03-01 12:00:00,2022-03-01 13:00:00,126.67,126.67,39.92,126.67,80.9,5680,4966,3718,2322,12312,0,0,945,560,6,53,0,1,727,3701,4,1122,46,537,2385,0,10,4,1244,82,91,298,2549,12,0.0,1091.0,6411.0,1059.0,2.0,1377.0,1914,0,411,0,1246,0,438,0,1290486.0121201528,11452145.823919358,3597235.629574815,4598256.308531494,1023462.751966414
61,2022-03-01 13:00:00,2022-03-01 14:00:00,133.75,133.75,39.94,133.75,80.99,5640,5034,3781,2309,12382,0,0,959,530,6,69,0,1,742,4030,4,1048,46,546,2425,0,11,4,1191,82,92,296,2599,16,0.0,1178.0,6412.0,1064.0,0.0,1473.0,1908,0,423,0,1307,0,355,0,1289174.5906843515,11446186.849760171,3595538.466432209,4595005.415891642,1023007.2862455151
62,2022-03-01 14:00:00,2022-03-01 15:00:00,137.72,137.72,39.95,137.72,98.05,5622,5045,3881,2337,12622,0,0,955,577,6,88,0,1,745,4079,4,964,46,551,2432,0,11,4,1236,82,103,311,2555,12,0.0,1206.0,6410.0,1081.0,0.0,1604.0,1872,0,394,0,1297,0,354,0,1287865.0700818107,11440231.873817012,3593838.4442368206,4591760.369707961,1022550.7602816625
63,2022-03-01 15:00:00,2022-03-01 16:00:00,137.48,137.48,42.41,137.48,120.55,5662,5216,4020,2381,12716,0,0,966,585,3,115,0,1,751,4186,4,802,46,564,2506,0,10,4,1067,82,103,315,2747,13,0.0,1230.0,6409.0,1101.0,0.0,1727.0,1765,0,400,0,1384,0,367,0,1286557.4423798812,11434280.79122339,3592135.5951843066,4588521.118661612,1022093.1922928243
